Last	First	HOF	From	To	Position1	Position	Position2	Ht	Wt	Month	Day	Year	Country	DaysBefore
Luongo	Chris	N	1991	1996	D	D	NA	70	206	March	17	1967	USA	59
Ference	Andrew	N	2000	2009	D	D	NA	71	189	March	17	1979	Canada	59
Joslin	Derek	N	2009	2009	D	D	NA	73	210	March	17	1987	Canada	59
Parent	Ryan	N	2007	2009	D	D	NA	74	205	March	17	1987	Canada	59
Tanner	John	N	1990	1992	G	G	NA	75	182	March	17	1971	Canada	59
Sabourin	Bob	N	1952	1952	LW	F	NA	69	177	March	17	1933	Canada	59
Hopkins	Larry	N	1978	1983	LW	F	NA	73	215	March	17	1954	Canada	59
Ramsay	Craig	N	1972	1985	LW	F	NA	70	175	March	17	1951	Canada	59
Duncanson	Craig	N	1986	1993	LW	F	NA	73	190	March	17	1967	Canada	59
Lebeau	Patrick	N	1991	1999	LW	F	NA	70	172	March	17	1970	Canada	59
Levandoski	Joe	N	1947	1947	RW	F	NA	71	185	March	17	1921	Canada	59
Schmautz	Cliff	N	1971	1971	RW	F	NA	70	165	March	17	1939	Canada	59
Ryan	Bobby	N	2008	2009	RW	F	NA	74	218	March	17	1987	USA	59
Buttrey	Gord	N	1944	1944	W	F	NA	73	180	March	17	1926	Canada	59
Leswick	Tony	N	1946	1958	W	F	NA	67	160	March	17	1923	Canada	59
Valiquette	Jack	N	1975	1981	C	F	NA	74	195	March	18	1954	Canada	59
Gardner	Bill	N	1981	1989	C	F	NA	70	180	March	18	1960	Canada	59
Wood	Dody	N	1993	1998	C	F	NA	73	200	March	18	1972	Canada	59
Carbonneau	Guy	N	1981	2000	C	F	NA	71	186	March	18	1960	Canada	59
Bulis	Jan	N	1998	2007	C	F	NA	73	208	March	18	1978	Czech Republic	59
Lombardi	Matthew	N	2004	2009	C	F	NA	73	198	March	18	1982	Canada	59
Block	Ken	N	1971	1971	D	D	NA	70	191	March	18	1944	Canada	59
Selwood	Brad	N	1971	1980	D	D	NA	73	200	March	18	1948	Canada	59
Hughes	John	N	1980	1981	D	D	NA	71	200	March	18	1954	Canada	59
Lapointe	Guy	Y	1969	1984	D	D	NA	73	205	March	18	1948	Canada	59
McDonald	Gerry	N	1982	1984	D	D	NA	75	190	March	18	1958	USA	59
Vishnevski	Vitaly	N	2000	2008	D	D	NA	74	215	March	18	1980	Russia	59
Chara	Zdeno	N	1998	2009	D	D	NA	81	255	March	18	1977	Slovakia	59
Timonen	Kimmo	N	1999	2009	D	D	NA	70	194	March	18	1975	Finland	59
Smith	Normie	N	1932	1945	G	G	NA	67	165	March	18	1908	Canada	59
Schneider	Cory	N	2009	2009	G	G	NA	74	195	March	18	1986	USA	59
Hamel	Gilles	N	1981	1989	LW	F	NA	75	183	March	18	1960	Canada	59
Sykes	Phil	N	1983	1992	LW	F	NA	73	175	March	18	1959	Canada	59
Banks	Darren	N	1993	1994	LW	F	NA	74	215	March	18	1966	Canada	59
Johnson	Craig	N	1995	2004	LW	F	NA	74	200	March	18	1972	USA	59
Lukowich	Bernie	N	1974	1975	RW	F	NA	73	190	March	18	1952	Canada	59
Nevin	Bob	N	1958	1976	RW	F	NA	73	185	March	18	1938	Canada	59
Myhres	Brantt	N	1995	2003	RW	F	NA	75	220	March	18	1974	Canada	59
Johansson	Jonas	N	2006	2006	RW	F	NA	75	215	March	18	1984	Sweden	59
Patey	Larry	N	1974	1985	C	F	NA	73	185	March	19	1953	Canada	59
Wares	Eddie	N	1937	1947	D	D	RW	71	182	March	19	1915	Canada	59
Buynak	Gord	N	1975	1975	D	D	NA	73	180	March	19	1954	USA	59
Boddy	Gregg	N	1972	1976	D	D	NA	74	200	March	19	1949	Canada	59
Konstantinov	Vladimir	N	1992	1997	D	D	NA	71	190	March	19	1967	Russia	59
Laukkanen	Janne	N	1995	2003	D	D	NA	73	196	March	19	1970	Finland	59
Mottau	Mike	N	2001	2009	D	D	NA	73	190	March	19	1978	USA	59
Moffat	Lyle	N	1973	1980	LW	F	NA	70	180	March	19	1948	Canada	59
Isaksson	Ulf	N	1983	1983	LW	F	NA	73	185	March	19	1954	Sweden	59
Heisten	Barrett	N	2002	2002	LW	F	NA	73	200	March	19	1980	USA	59
DeBrusk	Louie	N	1992	2003	LW	F	NA	74	238	March	19	1971	Canada	59
Steele	Frank	N	1931	1931	RW	F	D	71	170	March	19	1905	Canada	59
Thorsteinson	Joe	N	1933	1933	RW	F	NA	69	157	March	19	1905	Canada	59
Smith	Glen	N	1951	1951	RW	F	NA	68	155	March	19	1931	Canada	59
Adams	Bryan	N	2000	2001	C	F	NA	73	185	March	20	1977	Canada	59
Moran	Brad	N	2002	2007	C	F	NA	71	187	March	20	1979	Canada	59
Filppula	Valtteri	N	2006	2009	C	F	NA	73	193	March	20	1984	Finland	59
Stone	Ryan	N	2008	2009	C	F	NA	74	207	March	20	1985	Canada	59
Speer	Bill	N	1968	1971	D	D	NA	71	205	March	20	1942	Canada	59
Orr	Bobby	Y	1967	1979	D	D	NA	73	197	March	20	1948	Canada	59
Wideman	Dennis	N	2006	2009	D	D	NA	73	196	March	20	1983	Canada	59
Winkler	Hal	N	1927	1928	G	G	NA	68	150	March	20	1892	Canada	59
Tallas	Robbie	N	1996	2001	G	G	NA	73	170	March	20	1973	Canada	59
Simmer	Charlie	N	1975	1988	LW	F	NA	75	210	March	20	1954	Canada	59
Major	Mark	N	1997	1997	LW	F	NA	75	223	March	20	1970	Canada	59
Healey	Paul	N	1997	2006	LW	F	NA	74	198	March	20	1975	Canada	59
Kostitsyn	Sergei	N	2008	2009	LW	F	NA	71	196	March	20	1987	Belarus	59
Keats	 Gordon 	Y	1927	1929	C	F	NA	71	195	March	21	1895	Canada	59
Moger	Sandy	N	1995	1999	C	F	NA	76	220	March	21	1969	Canada	59
Cook	Lloyd	N	1925	1925	D	D	NA	73	170	March	21	1890	Canada	59
Jamieson	Jim	N	1944	1944	D	D	NA	69	170	March	21	1922	Canada	59
Agnew	Jim	N	1987	1993	D	D	NA	73	190	March	21	1966	Canada	59
Kyte	Jim	N	1983	1996	D	D	NA	77	210	March	21	1964	Canada	59
Iafrate	Al	N	1985	1998	D	D	NA	75	235	March	21	1966	USA	59
Bezina	Goran	N	2004	2004	D	D	NA	74	215	March	21	1980	Yugoslovia	59
Mironov	Boris	N	1994	2004	D	D	NA	75	223	March	21	1972	Russia	59
Johnson	Erik	N	2008	2008	D	D	NA	76	219	March	21	1988	USA	59
Klesla	Rostislav	N	2001	2009	D	D	NA	75	220	March	21	1982	Czech Republic	59
Lockhart	Howard	N	1920	1925	G	G	NA	68	180	March	21	1895	Canada	59
Stewart	Paul	N	1980	1980	LW	F	D	73	205	March	21	1954	USA	59
Lazaro	Jeff	N	1991	1993	LW	F	NA	70	180	March	21	1968	USA	59
Simon	Jason	N	1994	1997	LW	F	NA	73	210	March	21	1969	Canada	59
Garpenlov	Johan	N	1991	2000	LW	F	NA	73	185	March	21	1968	Sweden	59
Yablonski	Jeremy	N	2004	2004	LW	F	NA	73	240	March	21	1980	Canada	59
Carveth	Joe	N	1941	1951	RW	F	NA	70	180	March	21	1918	Canada	59
Gray	Terry	N	1962	1970	RW	F	NA	73	175	March	21	1938	Canada	59
Ronan	Ed	N	1992	1997	RW	F	NA	73	197	March	21	1968	USA	59
Callahan	Ryan	N	2007	2009	RW	F	NA	71	190	March	21	1985	USA	59
Rodden	Eddie	N	1927	1931	C	F	NA	67	150	March	22	1901	Canada	59
Leiter	Bobby	N	1963	1976	C	F	NA	69	175	March	22	1941	Canada	59
Keon	Dave	Y	1961	1982	C	F	NA	69	165	March	22	1940	Canada	59
Eklund	Pelle	N	1986	1994	C	F	NA	70	175	March	22	1963	Sweden	59
Paddock	Cam	N	2009	2009	C	F	NA	73	191	March	22	1983	Canada	59
Cain	Jim	N	1925	1926	D	D	NA	68	175	March	22	1899	Canada	59
Shannon	Chuck	N	1940	1940	D	D	NA	71	192	March	22	1916	Canada	59
Lucas	Dave	N	1963	1963	D	D	NA	73	205	March	22	1932	Canada	59
Virta	Hannu	N	1982	1986	D	D	NA	71	183	March	22	1963	Finland	59
Charlesworth	Todd	N	1984	1990	D	D	NA	73	190	March	22	1965	Canada	59
Richards	Travis	N	1995	1996	D	D	NA	73	195	March	22	1970	USA	59
Gronman	Tuomas	N	1997	1998	D	D	NA	75	219	March	22	1974	Finland	59
Vopat	Jan	N	1996	2000	D	D	NA	73	205	March	22	1973	Czech Republic	59
Butenschon	Sven	N	1998	2006	D	D	NA	76	215	March	22	1976	Germany	59
Kwiatkowski	Joel	N	2001	2008	D	D	NA	74	210	March	22	1977	Canada	59
Conboy	Tim	N	2008	2009	D	D	NA	74	210	March	22	1982	USA	59
Poti	Tom	N	1999	2009	D	D	NA	75	210	March	22	1977	USA	59
Wilson	Dunc	N	1970	1979	G	G	NA	71	175	March	22	1948	Canada	59
Skorodenski	Warren	N	1982	1988	G	G	NA	68	165	March	22	1960	Canada	59
Smith	Mike	N	2007	2009	G	G	NA	75	211	March	22	1982	Canada	59
Marks	John	N	1973	1982	LW	F	NA	74	200	March	22	1948	Canada	59
Ware	Michael	N	1989	1990	RW	F	NA	77	216	March	22	1967	Canada	59
Kordic	John	N	1986	1992	RW	F	NA	74	210	March	22	1965	Canada	59
Ewen	Todd	N	1987	1997	RW	F	NA	74	230	March	22	1966	Canada	59
Schnarr	Werner	N	1925	1926	C	F	NA	67	145	March	23	1903	Canada	59
Sands	Charlie	N	1933	1944	C	F	RW	69	160	March	23	1911	Canada	59
Thomson	Bill	N	1939	1944	C	F	RW	69	162	March	23	1914	England	59
Anslow	Hub	N	1948	1948	C	F	NA	73	173	March	23	1926	Canada	59
McDonald	Brian	N	1971	1971	C	F	NA	71	190	March	23	1945	Canada	59
Toal	Mike	N	1980	1980	C	F	NA	73	175	March	23	1959	Canada	59
Smith	Nick	N	2002	2002	C	F	NA	74	196	March	23	1979	Canada	59
Godfrey	Warren	N	1953	1968	D	D	NA	73	190	March	23	1931	Canada	59
Green	Ted	N	1961	1972	D	D	NA	70	200	March	23	1940	Canada	59
Lipuma	Chris	N	1993	1997	D	D	NA	73	183	March	23	1971	USA	59
Clarke	Dale	N	2001	2001	D	D	NA	74	193	March	23	1978	Canada	59
Kelleher	Chris	N	2002	2002	D	D	NA	73	210	March	23	1975	USA	59
Murphy	Gord	N	1989	2002	D	D	NA	74	195	March	23	1967	Canada	59
Baumgartner	Nolan	N	1996	2007	D	D	NA	74	205	March	23	1976	Canada	59
Walsh	 James 	N	1927	1933	G	G	NA	71	180	March	23	1897	Canada	59
Puppa	Daren	N	1986	2000	G	G	NA	76	205	March	23	1965	Canada	59
Neuvirth	Michal	N	2009	2009	G	G	NA	73	174	March	23	1988	Czech Republic	59
Touhey	Bill	N	1928	1934	LW	F	NA	69	155	March	23	1906	Canada	59
Marshall	Don	N	1952	1972	LW	F	NA	70	160	March	23	1932	Canada	59
Roupe	Magnus	N	1988	1989	LW	F	NA	73	189	March	23	1963	Sweden	59
Tonelli	John	N	1979	1992	LW	F	NA	73	200	March	23	1957	Canada	59
Scott	Ganton	N	1923	1925	RW	F	NA	69	165	March	23	1903	Canada	59
Cormier	Roger	N	1926	1926	RW	F	NA	70	167	March	23	1905	Canada	59
McCreedy	John	N	1942	1945	RW	F	NA	69	160	March	23	1911	Canada	59
Gustafsson	Bengt-Ake	N	1980	1989	RW	F	NA	73	185	March	23	1958	Sweden	59
Jarvi	Iiro	N	1989	1990	RW	F	NA	73	198	March	23	1965	Finland	59
Duberman	Justin	N	1994	1994	RW	F	NA	73	185	March	23	1970	USA	59
Presley	Wayne	N	1985	1996	RW	F	NA	71	195	March	23	1965	USA	59
Selivanov	Alex	N	1995	2001	RW	F	NA	73	208	March	23	1971	Russia	59
Brendl	Pavel	N	2002	2006	RW	F	NA	73	204	March	23	1981	Czech Republic	59
McFadyen	Don	N	1933	1936	C	F	LW	69	163	March	24	1907	Canada	59
Jarvis	Doug	N	1976	1988	C	F	NA	69	170	March	24	1955	Canada	59
Swanson	Brian	N	2001	2004	C	F	NA	70	185	March	24	1976	USA	59
Price	Pat	N	1976	1988	D	D	NA	74	200	March	24	1955	Canada	59
Benysek	Ladislav	N	1998	2003	D	D	NA	74	190	March	24	1975	Czech Republic	59
Kuznetsov	Maxim	N	2001	2004	D	D	NA	77	230	March	24	1977	Russia	59
Boucher	Philippe	N	1993	2009	D	D	NA	75	218	March	24	1973	Canada	59
Hainsey	Ron	N	2003	2009	D	D	NA	75	210	March	24	1981	USA	59
Hutchinson	Andrew	N	2004	2009	D	D	NA	74	206	March	24	1980	USA	59
Reese	Jeff	N	1988	1999	G	G	NA	69	180	March	24	1966	Canada	59
Abid	Ramzi	N	2003	2007	LW	F	NA	74	210	March	24	1980	Canada	59
Parenteau	Pierre	N	2007	2007	LW	F	NA	71	195	March	24	1983	Canada	59
Cavanagh	Tom	N	2008	2009	LW	F	NA	73	200	March	24	1982	USA	59
Moravec	David	N	2000	2000	RW	F	NA	73	180	March	24	1973	Czech Republic	59
Parks	Greg	N	1991	1993	C	F	NA	69	180	March	25	1967	Canada	59
Nikolishin	Andrei	N	1995	2004	C	F	NA	73	213	March	25	1973	Russia	59
Barilko	Bill	N	1947	1951	D	D	NA	71	180	March	25	1927	Canada	59
Potvin	Jean	N	1971	1981	D	D	NA	71	188	March	25	1949	Canada	59
Schofield	Dwight	N	1977	1988	D	D	NA	75	195	March	25	1956	USA	59
Karalahti	Jere	N	2000	2002	D	D	NA	74	210	March	25	1975	Finland	59
Negrin	John	N	2009	2009	D	D	NA	75	200	March	25	1989	Canada	59
Gardiner	Bert	N	1936	1944	G	G	NA	71	160	March	25	1913	Canada	59
Henderson	John	N	1955	1956	G	G	NA	73	174	March	25	1933	Canada	59
Wregget	Ken	N	1984	2000	G	G	NA	73	201	March	25	1964	Canada	59
Bulley	Ted	N	1977	1984	LW	F	NA	73	192	March	25	1955	Canada	59
Kvartalnov	Dmitri	N	1993	1994	LW	F	NA	71	180	March	25	1966	Russia	59
Antoski	Shawn	N	1991	1998	LW	F	NA	76	235	March	25	1970	Canada	59
Wiseman	Chad	N	2003	2006	LW	F	NA	73	210	March	25	1981	Canada	59
Crowder	Bruce	N	1982	1985	RW	F	NA	73	180	March	25	1957	Canada	59
Hughes	Pat	N	1978	1987	RW	F	NA	73	180	March	25	1955	Canada	59
Nickulas	Eric	N	1999	2006	RW	F	NA	71	206	March	25	1975	USA	59
Hassard	Bob	N	1950	1955	C	F	NA	73	167	March	26	1929	Canada	59
Berry	Fred	N	1977	1977	C	F	NA	69	175	March	26	1956	Canada	59
Peca	Michael	N	1994	2009	C	F	NA	71	183	March	26	1974	Canada	59
Leger	Roger	N	1944	1950	D	D	NA	71	200	March	26	1919	Canada	59
Plager	Barclay	N	1968	1977	D	D	NA	71	175	March	26	1941	Canada	59
Samuelsson	Ulf	N	1985	2000	D	D	NA	73	205	March	26	1964	Sweden	59
Janik	Doug	N	2003	2009	D	D	NA	74	209	March	26	1980	USA	59
Lee	Brian	N	2008	2009	D	D	NA	74	201	March	26	1987	USA	59
Richardson	Luke	N	1988	2009	D	D	NA	75	208	March	26	1969	Canada	59
Bester	Allan	N	1984	1996	G	G	NA	67	155	March	26	1964	Canada	59
Centomo	Sebastien	N	2002	2002	G	G	NA	73	200	March	26	1981	Canada	59
Kidd	Trevor	N	1992	2004	G	G	NA	74	213	March	26	1972	Canada	59
Howard	James	N	2006	2009	G	G	NA	73	218	March	26	1984	USA	59
Mayorov	Maxim	N	2009	2009	LW	F	NA	74	213	March	26	1989	Russia	59
Marquess	Mark	N	1947	1947	RW	F	NA	68	160	March	26	1925	Canada	59
Warner	Jim	N	1980	1980	RW	F	NA	71	180	March	26	1954	USA	59
Moher	Mike	N	1983	1983	RW	F	NA	70	180	March	26	1962	Canada	59
Bawa	Robin	N	1990	1994	RW	F	NA	74	214	March	26	1966	Canada	59
Moore	Greg	N	2008	2008	RW	F	NA	73	210	March	26	1984	USA	59
Barch	Krys	N	2007	2009	RW	F	NA	74	220	March	26	1980	Canada	59
Campbell	Bryan	N	1968	1972	C	F	NA	73	173	March	27	1944	Canada	59
Debol	Dave	N	1980	1981	C	F	NA	71	175	March	27	1956	USA	59
Lalonde	Bobby	N	1972	1982	C	F	NA	65	155	March	27	1951	Canada	59
Morin	Stephane	N	1990	1994	C	F	NA	73	174	March	27	1969	Canada	59
Barney	Scott	N	2003	2006	C	F	NA	76	210	March	27	1979	Canada	59
Cyr	Claude	N	1959	1959	G	G	NA	70	180	March	27	1939	Canada	59
Hodson	Kevin	N	1996	2003	G	G	NA	73	182	March	27	1972	Canada	59
Selby	Brit	N	1965	1972	LW	F	NA	70	175	March	27	1945	Canada	59
Bennett	Curt	N	1971	1980	LW	F	NA	75	195	March	27	1948	Canada	59
Daley	Pat	N	1980	1981	LW	F	NA	73	176	March	27	1959	France	59
Solheim	Ken	N	1981	1986	LW	F	NA	75	210	March	27	1961	Canada	59
Lanthier	Jean-Marc	N	1984	1988	RW	F	NA	74	195	March	27	1963	Canada	59
Byfuglien	Dustin	N	2006	2009	RW	F	NA	75	246	March	27	1985	USA	59
LaRose	Chad	N	2006	2009	RW	F	NA	70	181	March	27	1982	USA	59
Taylor	Harry	N	1947	1952	C	F	NA	68	165	March	28	1926	Canada	59
Chipperfield	Ron	N	1980	1981	C	F	NA	71	186	March	28	1954	Canada	59
Ketola	Veli-Pekka	N	1982	1982	C	F	NA	74	220	March	28	1948	Finland	59
Benda	Jan	N	1998	1998	C	F	NA	75	215	March	28	1972	Belgium	59
Laplante	Darryl	N	1998	2000	C	F	NA	73	198	March	28	1977	Canada	59
Plihal	Tomas	N	2007	2009	C	F	NA	73	200	March	28	1983	Czech Republic	59
Cherry	Dick	N	1957	1970	D	D	NA	73	195	March	28	1937	Canada	59
Jacobs	Tim	N	1976	1976	D	D	NA	70	180	March	28	1952	Canada	59
Owchar	Dennis	N	1975	1980	D	D	NA	71	190	March	28	1953	Canada	59
Goertz	Dave	N	1988	1988	D	D	NA	71	210	March	28	1965	Canada	59
Tilley	Tom	N	1989	1994	D	D	NA	73	190	March	28	1965	Canada	59
Laperriere	Daniel	N	1993	1996	D	D	NA	73	195	March	28	1969	Canada	59
Beukeboom	Jeff	N	1987	1999	D	D	NA	77	230	March	28	1965	Canada	59
Turner	Joe	N	1942	1942	G	G	NA	70	182	March	28	1919	Canada	59
Gatherum	Dave	N	1954	1954	G	G	NA	68	170	March	28	1932	Canada	59
Gauthier	Sean	N	1999	1999	G	G	NA	71	200	March	28	1971	Canada	59
Lacosta	Dan	N	2008	2009	G	G	NA	74	194	March	28	1986	Canada	59
Allison	Mike	N	1981	1990	LW	F	NA	73	200	March	28	1961	Canada	59
Rasmussen	Erik	N	1998	2007	LW	F	C	73	215	March	28	1977	USA	59
Tkachuk	Keith	N	1992	2009	LW	F	NA	74	232	March	28	1972	USA	59
Papike	Joe	N	1941	1945	RW	F	NA	73	175	March	28	1915	USA	59
Schmautz	Bobby	N	1968	1981	RW	F	NA	69	172	March	28	1945	Canada	59
Anderson	John	N	1978	1989	RW	F	NA	71	200	March	28	1957	Canada	59
Franceschetti	Lou	N	1982	1992	RW	F	NA	73	200	March	28	1958	Canada	59
Kerr	Alan	N	1985	1993	RW	F	NA	71	195	March	28	1964	Canada	59
McVeigh	Charley	N	1927	1935	C	F	LW	66	145	March	29	1898	Canada	59
Lapierre	Maxim	N	2006	2009	C	F	NA	74	200	March	29	1985	Canada	59
Vrana	Petr	N	2009	2009	C	F	NA	70	190	March	29	1985	Czech Republic	59
Stewart	Ken	N	1942	1942	D	D	NA	73	175	March	29	1913	Canada	59
Mathers	Frank	Y	1949	1952	D	D	NA	73	182	March	29	1924	Canada	59
McCallum	Dunc	N	1966	1971	D	D	NA	73	193	March	29	1940	Canada	59
Rupp	Duane	N	1963	1973	D	D	NA	73	195	March	29	1938	Canada	59
McCrimmon	Brad	N	1980	1997	D	D	NA	71	197	March	29	1959	Canada	59
Quick	Kevin	N	2009	2009	D	D	NA	73	175	March	29	1988	USA	59
Tollefsen	Ole-Kristian	N	2006	2009	D	D	NA	74	211	March	29	1984	Norway	59
Astrom	Hardy	N	1978	1981	G	G	NA	73	170	March	29	1951	Sweden	59
Casey	Jon	N	1984	1997	G	G	NA	70	155	March	29	1962	USA	59
Konstantinov	Evgeny	N	2001	2003	G	G	NA	73	176	March	29	1981	Russia	59
Byers	Jerry	N	1973	1978	LW	F	NA	71	170	March	29	1952	Canada	59
Kromm	Richard	N	1984	1993	LW	F	NA	71	180	March	29	1964	Canada	59
Schneider	Andy	N	1994	1994	LW	F	NA	69	170	March	29	1972	Canada	59
Nurminen	Kai	N	1997	2001	LW	F	NA	73	207	March	29	1969	Finland	59
Pivko	Libor	N	2004	2004	LW	F	NA	75	214	March	29	1980	Czech Republic	59
Godin	Eddy	N	1978	1979	RW	F	NA	70	190	March	29	1957	Canada	59
Monahan	Hartland	N	1974	1981	RW	F	NA	71	197	March	29	1951	Canada	59
Robinson	Scott	N	1990	1990	RW	F	NA	74	180	March	29	1964	Canada	59
Maxwell	Kevin	N	1981	1984	C	F	NA	69	165	March	30	1960	Canada	59
Wickenheiser	Doug	N	1981	1990	C	F	NA	73	200	March	30	1961	Canada	59
Millen	Corey	N	1990	1997	C	F	NA	67	170	March	30	1964	USA	59
Maxwell	Ben	N	2009	2009	C	F	NA	73	177	March	30	1988	Canada	59
McCord	Bob	N	1964	1973	D	D	NA	73	202	March	30	1934	Canada	59
Johansen	Trevor	N	1978	1982	D	D	NA	69	200	March	30	1957	Canada	59
Thelin	Mats	N	1985	1987	D	D	NA	70	185	March	30	1961	Sweden	59
Hillier	Randy	N	1982	1992	D	D	NA	73	192	March	30	1960	Canada	59
Bennett	Adam	N	1992	1994	D	D	NA	76	206	March	30	1971	Canada	59
Astley	Mark	N	1994	1996	D	D	NA	71	185	March	30	1969	Canada	59
Ellett	Dave	N	1985	2000	D	D	NA	74	205	March	30	1964	USA	59
Rucinski	Mike	N	1998	2001	D	D	NA	71	179	March	30	1975	USA	59
MacMillan	Jeff	N	2004	2004	D	D	NA	75	210	March	30	1979	Canada	59
Heward	Jamie	N	1996	2009	D	D	NA	74	215	March	30	1971	Canada	59
Paetsch	Nathan	N	2006	2009	D	D	NA	73	198	March	30	1983	Canada	59
Vlasic	Marc-Edouard	N	2007	2009	D	D	NA	73	195	March	30	1987	Canada	59
Stuart	Herb	N	1927	1927	G	G	NA	66	175	March	30	1899	Canada	59
Naumenko	Gregg	N	2001	2001	G	G	NA	73	201	March	30	1977	USA	59
Conklin	Ty	N	2002	2009	G	G	NA	73	184	March	30	1976	USA	59
Jarry	Pierre	N	1972	1978	LW	F	NA	71	190	March	30	1949	Canada	59
Gustavsson	Peter	N	1982	1982	LW	F	NA	73	188	March	30	1958	Sweden	59
Vasilyev	Andrei	N	1995	1999	LW	F	NA	69	180	March	30	1972	Russia	59
Kharitonov	Alexander	N	2001	2002	LW	F	NA	69	169	March	30	1976	Russia	59
Johnson	Allan	N	1957	1963	RW	F	C	71	180	March	30	1935	Canada	59
McGregor	 Donald 	N	1964	1964	RW	F	NA	71	165	March	30	1939	Canada	59
Ververgaert	Dennis	N	1974	1981	RW	F	NA	73	185	March	30	1953	Canada	59
Watson	Bill	N	1986	1989	RW	F	NA	73	185	March	30	1964	Canada	59
DiSalvatore	Jon	N	2006	2006	RW	F	NA	73	200	March	30	1981	USA	59
Mercredi	Vic	N	1975	1975	C	F	NA	71	185	March	31	1953	Canada	59
Miller	Tom	N	1971	1975	C	F	NA	73	187	March	31	1947	Canada	59
MacPherson	 Jim 	N	1949	1957	D	D	NA	76	200	March	31	1927	Canada	59
McTaggart	Jim	N	1981	1982	D	D	NA	71	200	March	31	1960	Canada	59
Lane	Gord	N	1976	1985	D	D	NA	73	190	March	31	1953	Canada	59
Brumwell	Murray	N	1981	1988	D	D	NA	74	190	March	31	1960	Canada	59
Marsh	Brad	N	1979	1993	D	D	NA	75	220	March	31	1958	Canada	59
Bell	Brendan	N	2006	2009	D	D	NA	73	205	March	31	1983	Canada	59
Hebert	Sammy	N	1918	1924	G	G	NA	70	145	March	31	1894	Canada	59
Bourque	Claude	N	1939	1940	G	G	NA	66	140	March	31	1915	Canada	59
Gilbert	Gilles	N	1970	1983	G	G	NA	73	175	March	31	1949	Canada	59
Barrasso	Tom	N	1984	2003	G	G	NA	75	210	March	31	1965	USA	59
Perreault	Fern	N	1948	1950	LW	F	NA	71	174	March	31	1927	Canada	59
Black	Steve	N	1950	1951	LW	F	NA	73	185	March	31	1927	Canada	59
Pulford	Bob	Y	1957	1972	LW	F	NA	71	188	March	31	1936	Canada	59
Fletcher	Steven	N	1989	1989	LW	F	D	74	180	March	31	1962	Canada	59
Watt	Mike	N	1998	2003	LW	F	NA	74	212	March	31	1976	Canada	59
Hicke	Bill	N	1960	1972	RW	F	NA	68	164	March	31	1938	Canada	59
Howe	Gordie	Y	1947	1980	RW	F	NA	73	205	March	31	1928	Canada	59
Roberge	Serge	N	1991	1991	RW	F	NA	73	195	March	31	1965	Canada	59
Bure	Pavel	N	1992	2003	RW	F	NA	70	189	March	31	1971	Russia	59
Bernier	Steve	N	2006	2009	RW	F	NA	74	225	March	31	1985	Canada	59
Clarkson	David	N	2007	2009	RW	F	NA	73	200	March	31	1984	Canada	59
Ryder	Michael	N	2004	2009	RW	F	NA	73	186	March	31	1980	Canada	59
Chisholm	Lex	N	1940	1941	C	F	RW	71	175	April	1	1915	Canada	90
Caffery	Terry	N	1970	1971	C	F	NA	69	165	April	1	1949	Canada	90
Pirnes	Esa	N	2004	2004	C	F	NA	73	189	April	1	1977	Finland	90
Jokinen	Jussi	N	2006	2009	C	F	NA	71	190	April	1	1983	Finland	90
Reardon	Ken	Y	1941	1950	D	D	NA	70	180	April	1	1921	Canada	90
Ruotsalainen	Reijo	N	1982	1990	D	D	NA	68	170	April	1	1960	Finland	90
Berry	Brad	N	1986	1994	D	D	NA	74	190	April	1	1965	Canada	90
Dean	Kevin	N	1995	2001	D	D	NA	75	210	April	1	1969	USA	90
Stevens	Scott	Y	1983	2004	D	D	NA	74	215	April	1	1964	Canada	90
Yonkman	Nolan	N	2002	2006	D	D	NA	78	245	April	1	1981	Canada	90
Shulmistra	Richard	N	1998	2000	G	G	NA	74	185	April	1	1971	Canada	90
Schwarz	Marek	N	2007	2009	G	G	NA	73	180	April	1	1986	Czech Republic	90
Milks	Hib	N	1926	1933	LW	F	C	71	165	April	1	1899	Canada	90
Wensink	John	N	1974	1983	LW	F	NA	73	200	April	1	1953	Canada	90
Kendall	Bill	N	1934	1938	RW	F	NA	68	168	April	1	1910	Canada	90
Trottier	Guy	N	1969	1972	RW	F	NA	68	165	April	1	1941	Canada	90
Johnson	Brian	N	1984	1984	RW	F	NA	73	198	April	1	1960	Canada	90
Giffin	Lee	N	1987	1988	RW	F	NA	73	188	April	1	1967	Canada	90
MacDonald	Jason	N	2004	2004	RW	F	NA	71	210	April	1	1974	Canada	90
Dumont	J.P.	N	1999	2009	RW	F	NA	73	205	April	1	1978	Canada	90
Lehtonen	Mikko	N	2009	2009	RW	F	NA	75	196	April	1	1987	Finland	90
McCarty	Darren	N	1994	2009	RW	F	NA	73	210	April	1	1972	Canada	90
Kukulowicz	 Adolph 	N	1953	1954	C	F	NA	75	175	April	2	1933	Canada	90
Hoekstra	Cecil	N	1960	1960	C	F	NA	73	175	April	2	1935	Canada	90
Tenute	Joey	N	2006	2006	C	F	NA	69	188	April	2	1983	Canada	90
Smith	Alex	N	1925	1935	D	D	NA	71	176	April	2	1902	England	90
Polanic	Tom	N	1970	1971	D	D	NA	75	205	April	2	1943	Canada	90
Kruppke	Gord	N	1991	1994	D	D	NA	73	215	April	2	1969	Canada	90
