Last	First	HOF	From	To	Position1	Position	Position2	Ht	Wt	Month	Day	Year	Country	DaysBefore
Kitchen	Bill	N	1982	1985	D	D	NA	73	200	October	2	1960	Canada	273
Brownschidle	Jack	N	1978	1986	D	D	NA	74	195	October	2	1955	USA	273
Gaetz	Link	N	1989	1992	D	D	NA	75	215	October	2	1968	Canada	273
Roberts	Gordie	N	1980	1994	D	D	NA	73	195	October	2	1957	USA	273
Herter	Jason	N	1996	1996	D	D	NA	73	190	October	2	1970	Canada	273
Vauclair	Julien	N	2004	2004	D	D	NA	73	205	October	2	1979	Switzerland	273
Wesley	Glen	N	1988	2008	D	D	NA	73	207	October	2	1968	Canada	273
Maracle	Norm	N	1998	2002	G	G	NA	69	195	October	2	1974	Canada	273
Beattie	Red	N	1931	1939	LW	F	NA	69	170	October	2	1907	England	273
Thibeault	 Larry 	N	1945	1946	LW	F	NA	67	180	October	2	1918	Canada	273
Monteith	Hank	N	1969	1971	LW	F	NA	70	170	October	2	1945	Canada	273
Hrynewich	Tim	N	1983	1984	LW	F	NA	71	190	October	2	1963	Canada	273
Vorobiev	Vladimir	N	1997	1999	LW	F	NA	73	184	October	2	1972	Russia	273
Fisher	Alvin	N	1925	1925	RW	F	NA	73	175	October	2	1894	Canada	273
Peters	Jimmy	N	1946	1954	RW	F	NA	71	165	October	2	1922	Canada	273
Townshend	Graeme	N	1990	1994	RW	F	NA	74	225	October	2	1965	Jamaica	273
Anderson	Glenn	Y	1981	1996	RW	F	NA	73	190	October	2	1960	Canada	273
Filewich	Jonathan	N	2008	2008	RW	F	NA	74	208	October	2	1984	Canada	273
Ratelle	Jean	Y	1961	1981	C	F	NA	73	180	October	3	1940	Canada	273
McLellan	Todd	N	1988	1988	C	F	NA	71	185	October	3	1967	Canada	273
Nylander	Michael	N	1993	2009	C	F	NA	73	195	October	3	1972	Sweden	273
Witherspoon	Jim	N	1976	1976	D	D	NA	75	205	October	3	1951	Canada	273
McElmury	Jim	N	1973	1978	D	D	NA	73	190	October	3	1949	USA	273
Rohloff	Jon	N	1995	1997	D	D	NA	71	220	October	3	1969	USA	273
Sundin	Ronnie	N	1998	1998	D	D	NA	73	220	October	3	1970	Sweden	273
Brookbank	Sheldon	N	2007	2009	D	D	NA	74	215	October	3	1980	Canada	273
Gervais	Bruno	N	2006	2009	D	D	NA	73	188	October	3	1984	Canada	273
Giordano	Mark	N	2006	2009	D	D	NA	73	203	October	3	1983	Canada	273
Hall	Glenn	Y	1953	1971	G	G	NA	71	180	October	3	1931	Canada	273
Larocque	Michel	N	2001	2001	G	G	NA	71	200	October	3	1976	Germany	273
Laaksonen	Antti	N	1999	2007	LW	F	NA	73	187	October	3	1973	Finland	273
Hebenton	Andy	N	1956	1964	RW	F	NA	69	180	October	3	1929	Canada	273
Vermette	Mark	N	1989	1992	RW	F	NA	73	203	October	3	1967	Canada	273
Marois	Daniel	N	1989	1996	RW	F	NA	73	190	October	3	1968	Canada	273
Flatley	Patrick	N	1984	1997	RW	F	NA	74	197	October	3	1963	Canada	273
Johnson	Mike	N	1997	2008	RW	F	NA	74	202	October	3	1974	Canada	273
Cunningham	Les	N	1937	1940	C	F	NA	68	165	October	4	1913	Canada	273
Barry	Ray	N	1952	1952	C	F	NA	71	170	October	4	1928	USA	273
Fitzgerald	Rusty	N	1995	1996	C	F	NA	73	210	October	4	1972	USA	273
Kontiola	Petri	N	2008	2008	C	F	NA	73	197	October	4	1984	Finland	273
Boychuk	Zach	N	2009	2009	C	F	NA	70	180	October	4	1989	Canada	273
Winchester	Jesse	N	2008	2009	C	F	NA	73	206	October	4	1983	Canada	273
Odrowski	Gerry	N	1961	1972	D	D	NA	70	185	October	4	1938	Canada	273
Madigan	Connie	N	1973	1973	D	D	NA	70	185	October	4	1934	Canada	273
Hofford	Jim	N	1986	1989	D	D	NA	73	190	October	4	1964	Canada	273
Askey	Tom	N	1998	1998	G	G	NA	73	195	October	4	1974	USA	273
Hadfield	Vic	N	1962	1977	LW	F	NA	73	190	October	4	1940	Canada	273
Webster	Tom	N	1969	1980	RW	F	NA	70	170	October	4	1948	Canada	273
Williams	Justin	N	2001	2009	RW	F	NA	73	195	October	4	1981	Canada	273
Baluik	Stan	N	1960	1960	C	F	NA	68	160	October	5	1935	Canada	273
Lemieux	Mario	Y	1985	2006	C	F	NA	76	230	October	5	1965	Canada	273
Thompson	Nate	N	2007	2009	C	F	NA	73	206	October	5	1984	USA	273
Whitelaw	Bob	N	1941	1942	D	D	NA	71	185	October	5	1916	England	273
Larocque	Denis	N	1988	1988	D	D	NA	73	195	October	5	1967	Canada	273
Olausson	Fredrik	N	1987	2003	D	D	NA	74	198	October	5	1966	Sweden	273
Chabot	Lorne	N	1927	1937	G	G	NA	73	185	October	5	1900	Canada	273
Edwards	Gary	N	1969	1982	G	G	NA	69	165	October	5	1947	Canada	273
Roy	Patrick	Y	1985	2003	G	G	NA	74	185	October	5	1965	Canada	273
Sanford	Curtis	N	2003	2009	G	G	NA	70	187	October	5	1979	Canada	273
Conacher	Roy	Y	1939	1952	LW	F	NA	74	175	October	5	1916	Canada	273
Cusson	Jean	N	1968	1968	LW	F	NA	70	170	October	5	1942	Canada	273
Prentice	Dean	N	1953	1974	LW	F	NA	71	180	October	5	1932	Canada	273
Sejna	Peter	N	2003	2007	LW	F	NA	71	198	October	5	1979	Slovakia	273
Beraldo	Paul	N	1988	1989	RW	F	NA	71	175	October	5	1967	Canada	273
Plante	Dan	N	1994	1998	RW	F	NA	71	202	October	5	1971	USA	273
Joensuu	Jesse	N	2009	2009	RW	F	NA	76	207	October	5	1987	Finland	273
Maloney	Phil	N	1950	1960	C	F	NA	68	165	October	6	1927	Canada	273
Cloutier	Roland	N	1978	1980	C	F	NA	68	157	October	6	1957	Canada	273
McLean	Jeff	N	1994	1994	C	F	NA	70	190	October	6	1969	Canada	273
Briere	Daniel	N	1998	2009	C	F	NA	70	179	October	6	1977	Canada	273
Scruton	Howard	N	1983	1983	D	D	NA	75	190	October	6	1962	Canada	273
Stewart	Bill	N	1978	1986	D	D	NA	74	190	October	6	1957	Canada	273
Bancroft	Steve	N	1993	2002	D	D	NA	73	214	October	6	1970	Canada	273
Jonsson	Kenny	N	1995	2004	D	D	NA	75	217	October	6	1974	Sweden	273
Miller	Joe	N	1928	1931	G	G	NA	69	170	October	6	1900	Canada	273
Ring	Bob	N	1966	1966	G	G	NA	70	170	October	6	1946	USA	273
Mylnikov	Sergei	N	1990	1990	G	G	NA	70	176	October	6	1958	Russia	273
Reddick	 Eldon 	N	1987	1994	G	G	NA	68	170	October	6	1964	Canada	273
Baillargeon	Joel	N	1987	1989	LW	F	NA	73	205	October	6	1964	Canada	273
Leino	Ville	N	2009	2009	LW	F	NA	73	182	October	6	1983	Finland	273
Boucher	Frank	Y	1922	1944	C	F	NA	69	185	October	7	1901	Canada	273
Hrycuik	Jim	N	1975	1975	C	F	NA	70	180	October	7	1949	Canada	273
McManama	Bob	N	1974	1976	C	F	NA	73	180	October	7	1951	USA	273
Fitzpatrick	Ross	N	1983	1986	C	F	NA	73	195	October	7	1960	Canada	273
Faust	Andre	N	1993	1994	C	F	NA	71	191	October	7	1969	Canada	273
Boesch	Garth	N	1947	1950	D	D	NA	73	180	October	7	1920	Canada	273
Bergman	Gary	N	1965	1976	D	D	NA	71	188	October	7	1938	Canada	273
Olsen	Darryl	N	1992	1992	D	D	NA	73	180	October	7	1966	Canada	273
Hurlbut	Mike	N	1993	2000	D	D	NA	74	206	October	7	1966	USA	273
Richard	Jacques	N	1973	1983	LW	F	NA	71	180	October	7	1952	Canada	273
Sutter	Brian	N	1977	1988	LW	F	NA	71	173	October	7	1956	Canada	273
Bruce	David	N	1986	1994	LW	F	NA	71	190	October	7	1964	Canada	273
Upshall	Scottie	N	2003	2009	LW	F	NA	73	197	October	7	1983	Canada	273
Morrison	Rod	N	1948	1948	RW	F	NA	69	160	October	7	1925	Canada	273
Stratton	Art	N	1960	1968	C	F	LW	71	170	October	8	1935	Canada	273
Wright	Larry	N	1972	1978	C	F	NA	74	180	October	8	1951	Canada	273
Harkins	Todd	N	1992	1994	C	F	NA	75	210	October	8	1968	USA	273
Adams	Kevyn	N	1998	2008	C	F	NA	73	200	October	8	1974	USA	273
Blum	John	N	1983	1990	D	D	NA	75	205	October	8	1959	USA	273
Richard	Jean-Marc	N	1988	1990	D	D	NA	71	178	October	8	1966	Canada	273
Mezei	Branislav	N	2001	2008	D	D	NA	76	235	October	8	1980	Czech Republic	273
Gardner	George	N	1966	1972	G	G	NA	68	165	October	8	1942	Canada	273
Cairns	Don	N	1976	1977	LW	F	NA	73	195	October	8	1955	Canada	273
Modin	Fredrik	N	1997	2009	LW	F	NA	76	217	October	8	1974	Sweden	273
Torres	Raffi	N	2002	2009	LW	F	NA	73	215	October	8	1981	Canada	273
Kullman	Arnie	N	1948	1950	C	F	NA	67	170	October	9	1927	Canada	273
Peters	Garry	N	1965	1972	C	F	NA	70	185	October	9	1942	Canada	273
Vaydik	Greg	N	1977	1977	C	F	NA	73	190	October	9	1955	Canada	273
Murray	Rem	N	1997	2006	C	F	LW	74	200	October	9	1972	Canada	273
Morgan	Jason	N	1997	2007	C	F	NA	73	200	October	9	1976	Canada	273
Krog	Jason	N	2000	2009	C	F	NA	71	185	October	9	1975	Canada	273
Townsend	Art	N	1927	1927	D	D	NA	70	185	October	9	1905	Canada	273
Allum	Bill	N	1941	1941	D	D	NA	71	194	October	9	1916	Canada	273
Hale	Larry	N	1969	1972	D	D	NA	73	180	October	9	1941	Canada	273
Namestnikov	 Evgeny 	N	1994	2000	D	D	NA	71	190	October	9	1971	Russia	273
Daley	Trevor	N	2004	2009	D	D	NA	71	207	October	9	1983	Canada	273
Rollins	Al	N	1950	1960	G	G	NA	74	175	October	9	1926	Canada	273
Caley	Don	N	1968	1968	G	G	NA	70	160	October	9	1945	Canada	273
Thomas	Wayne	N	1973	1981	G	G	NA	74	195	October	9	1947	Canada	273
Keating	Jack	N	1939	1940	LW	F	NA	73	180	October	9	1916	Canada	273
Langlais	Alain	N	1974	1975	LW	F	NA	70	175	October	9	1950	Canada	273
Picard	Alexandre	N	2006	2009	LW	F	NA	74	194	October	9	1985	Canada	273
Zetterberg	Henrik	N	2003	2009	LW	F	NA	71	195	October	9	1980	Sweden	273
Cook	Bill	Y	1927	1937	RW	F	NA	70	170	October	9	1896	Canada	273
Tuzzolino	Tony	N	1998	2002	RW	F	NA	74	208	October	9	1975	USA	273
Gauthier	Art	N	1927	1927	C	F	NA	68	158	October	10	1904	Canada	273
Laprade	Edgar	Y	1946	1955	C	F	NA	68	160	October	10	1919	Canada	273
Mahovlich	Pete	N	1966	1981	C	F	NA	77	210	October	10	1946	Canada	273
Flockhart	Ron	N	1981	1989	C	F	NA	71	190	October	10	1960	Canada	273
Shantz	Jeff	N	1994	2003	C	F	NA	73	195	October	10	1973	Canada	273
Holzinger	Brian	N	1995	2004	C	F	NA	71	186	October	10	1972	USA	273
Olesz	Rostislav	N	2006	2009	C	F	NA	73	214	October	10	1985	Czech Republic	273
Carson	Gerry	N	1929	1937	D	D	NA	70	175	October	10	1905	Canada	273
Smith	Dallas	N	1960	1978	D	D	NA	71	180	October	10	1941	Canada	273
Hordy	Mike	N	1979	1980	D	D	NA	70	180	October	10	1956	Canada	273
Zizka	Tomas	N	2003	2004	D	D	NA	73	198	October	10	1979	Czech Republic	273
Zhitnik	Alexei	N	1993	2008	D	D	NA	71	225	October	10	1972	Ukraine	273
Pronger	Chris	N	1994	2009	D	D	NA	78	213	October	10	1974	Canada	273
Kleisinger	Terry	N	1986	1986	G	G	NA	73	190	October	10	1960	Canada	273
Romano	Roberto	N	1983	1994	G	G	NA	66	170	October	10	1962	Canada	273
Popperle	Tomas	N	2007	2007	G	G	NA	73	187	October	10	1984	Czech Republic	273
Davis	Mal	N	1979	1986	LW	F	NA	71	180	October	10	1956	Canada	273
Molloy	Mitch	N	1990	1990	LW	F	NA	75	212	October	10	1966	Canada	273
Donnelly	Mike	N	1987	1997	LW	F	NA	71	185	October	10	1963	USA	273
Nystrom	Bob	N	1973	1986	RW	F	NA	73	200	October	10	1952	Sweden	273
Doan	Shane	N	1996	2009	RW	F	NA	74	216	October	10	1976	Canada	273
Neville	Mike	N	1925	1931	C	F	NA	69	168	October	11	1904	Canada	273
Arnott	Jason	N	1994	2009	C	F	NA	76	220	October	11	1974	Canada	273
Morrison	Jim	N	1952	1971	D	D	NA	70	183	October	11	1931	Canada	273
Dvorak	Miroslav	N	1983	1985	D	D	NA	70	195	October	11	1951	Czech Republic	273
Vaske	Dennis	N	1991	1999	D	D	NA	74	210	October	11	1967	USA	273
Chambers	Shawn	N	1988	2000	D	D	NA	74	210	October	11	1966	USA	273
Hecl	Radoslav	N	2003	2003	D	D	NA	73	196	October	11	1974	Slovakia	273
Purinton	Dale	N	2000	2004	D	D	NA	75	228	October	11	1976	USA	273
Popovic	Mark	N	2004	2008	D	D	NA	73	210	October	11	1982	Canada	273
Grebeshkov	Denis	N	2004	2009	D	D	NA	73	209	October	11	1983	Russia	273
Broderick	Len	N	1958	1958	G	G	NA	71	175	October	11	1940	Canada	273
Harris	 Wilfred 	N	1925	1925	LW	F	NA	71	165	October	11	1890	Canada	273
Harlow	Scott	N	1988	1988	LW	F	NA	73	185	October	11	1963	USA	273
Butsayev	Yuri	N	2000	2003	LW	F	NA	73	195	October	11	1978	Russia	273
Lapointe	Claude	N	1991	2004	LW	F	C	69	188	October	11	1968	Canada	273
Olvecky	Peter	N	2009	2009	LW	F	NA	74	214	October	11	1985	Czech Republic	273
Gagne	Art	N	1927	1932	RW	F	NA	67	160	October	11	1897	Canada	273
McGibbon	Irv	N	1943	1943	RW	F	NA	73	180	October	11	1914	Canada	273
Warwick	Grant	N	1942	1950	RW	F	NA	66	155	October	11	1921	Canada	273
Robitaille	Randy	N	1997	2008	C	F	NA	71	200	October	12	1975	Canada	273
Lindgren	Lars	N	1979	1984	D	D	NA	73	200	October	12	1952	Sweden	273
Daigneault	J.J.	N	1985	2001	D	D	NA	70	192	October	12	1965	Canada	273
Green	Mike	N	2006	2009	D	D	NA	74	201	October	12	1985	Canada	273
Roloson	Dwayne	N	1997	2009	G	G	NA	73	180	October	12	1969	Canada	273
Cox	Danny	N	1927	1934	LW	F	NA	70	180	October	12	1903	Canada	273
Barry	Ed	N	1947	1947	LW	F	NA	70	180	October	12	1919	USA	273
Jeffrey	Larry	N	1962	1969	LW	F	NA	71	189	October	12	1940	Canada	273
Beers	Eddy	N	1982	1986	LW	F	NA	74	195	October	12	1959	Holland	273
Wood	Randy	N	1987	1997	LW	F	C	73	195	October	12	1963	USA	273
Krygier	Todd	N	1990	1998	LW	F	NA	73	185	October	12	1965	USA	273
Hossa	Marcel	N	2002	2008	LW	F	NA	75	220	October	12	1981	Slovakia	273
Brown	Dave	N	1983	1996	RW	F	NA	77	222	October	12	1962	Canada	273
Dyte	Jack	N	1944	1944	D	D	NA	73	190	October	13	1918	Canada	273
Cavallini	Paul	N	1987	1996	D	D	NA	73	202	October	13	1965	Canada	273
Scoville	Darrel	N	2000	2004	D	D	NA	75	208	October	13	1975	Canada	273
Bergeron	Marc-Andre	N	2003	2009	D	D	NA	70	197	October	13	1980	Canada	273
Meszaros	Andrej	N	2006	2009	D	D	NA	74	218	October	13	1985	Czech Republic	273
O'Donnell	Sean	N	1995	2009	D	D	NA	75	234	October	13	1971	Canada	273
Hall	Bob	N	1926	1926	F	F	NA	68	165	October	13	1899	USA	273
Lochead	Bill	N	1975	1980	LW	F	NA	73	195	October	13	1954	Canada	273
Schutt	Rod	N	1978	1986	LW	F	NA	70	185	October	13	1956	Canada	273
Larson	Norm	N	1941	1947	RW	F	NA	73	175	October	13	1920	Canada	273
Lowe	Darren	N	1984	1984	RW	F	NA	70	185	October	13	1960	Canada	273
Fraser	Harvey	N	1945	1945	C	F	NA	70	168	October	14	1918	Canada	273
Taylor	Billy	N	1965	1965	C	F	NA	73	175	October	14	1942	Canada	273
Krake	Skip	N	1964	1971	C	F	NA	71	170	October	14	1943	Canada	273
Wing	Murray	N	1974	1974	D	D	NA	71	180	October	14	1950	Canada	273
Dunbar	Dale	N	1986	1989	D	D	NA	73	200	October	14	1961	USA	273
Filimonov	Dmitri	N	1994	1994	D	D	NA	76	220	October	14	1971	Russia	273
Kasatonov	Alexei	N	1990	1996	D	D	NA	73	215	October	14	1959	Russia	273
Lefebvre	Sylvain	N	1990	2003	D	D	NA	74	205	October	14	1967	Canada	273
Smaby	Matt	N	2008	2009	D	D	NA	77	222	October	14	1984	USA	273
Tjarnqvist	Daniel	N	2002	2009	D	D	NA	74	200	October	14	1976	Sweden	273
Fowler	Hec	N	1925	1925	G	G	NA	71	190	October	14	1892	Canada	273
Murray	Mickey	N	1930	1930	G	G	NA	70	168	October	14	1898	Canada	273
Bergeron	Jean-Claude	N	1991	1997	G	G	NA	74	192	October	14	1968	Canada	273
Schultz	Dave	N	1972	1980	LW	F	NA	73	190	October	14	1949	Canada	273
Anderson	Perry	N	1982	1992	LW	F	NA	73	225	October	14	1961	Canada	273
Vandermeer	Peter	N	2008	2008	LW	F	NA	73	209	October	14	1975	Canada	273
Tibbetts	Billy	N	2001	2003	RW	F	NA	74	215	October	14	1974	USA	273
Machacek	Spencer	N	2009	2009	RW	F	NA	73	195	October	14	1988	Canada	273
Ciesla	Hank	N	1956	1959	C	F	NA	74	190	October	15	1934	Canada	273
Stevenson	Grant	N	2006	2006	C	F	NA	71	170	October	15	1981	Canada	273
Hartigan	Mark	N	2002	2008	C	F	NA	73	200	October	15	1977	Canada	273
Pusie	Jean	N	1931	1936	D	D	NA	73	205	October	15	1910	Canada	273
Howard	Jack	N	1937	1937	D	D	NA	73	190	October	15	1911	Canada	273
Buzinski	Steve	N	1943	1943	G	G	NA	68	140	October	15	1917	Canada	273
Wilson	 Ross 	N	1954	1958	G	G	NA	71	178	October	15	1919	Canada	273
Mrazek	Jerome	N	1976	1976	G	G	NA	69	160	October	15	1951	Canada	273
Hindmarch	Dave	N	1981	1984	RW	F	NA	71	182	October	15	1958	Canada	273
Saganiuk	Rocky	N	1979	1984	RW	F	C	68	185	October	15	1957	Canada	273
O'Ree	Willie	N	1958	1961	W	F	NA	70	175	October	15	1935	Canada	273
Ashworth	Frank	N	1947	1947	C	F	NA	68	155	October	16	1927	Canada	273
Collyard	Bob	N	1974	1974	C	F	NA	69	170	October	16	1949	USA	273
Beagle	Jay	N	2009	2009	C	F	NA	75	208	October	16	1985	Canada	273
Eriksson	Thomas	N	1981	1986	D	D	NA	74	182	October	16	1959	Sweden	273
Kasparaitis	Darius	N	1993	2007	D	D	NA	71	215	October	16	1972	Lithuania	273
Rothschild	Sam	N	1925	1928	LW	F	NA	66	145	October	16	1899	Canada	273
Adams	Stew	N	1930	1933	LW	F	NA	70	165	October	16	1904	Canada	273
Kerr	Reg	N	1978	1984	LW	F	NA	70	180	October	16	1957	Canada	273
Fleming	Gerry	N	1994	1995	LW	F	NA	77	253	October	16	1967	Canada	273
Titov	German	N	1994	2002	LW	F	NA	73	203	October	16	1965	Russia	273
Bentivoglio	Sean	N	2009	2009	LW	F	NA	70	190	October	16	1985	Canada	273
Kariya	Paul	N	1995	2009	LW	F	NA	70	180	October	16	1974	Canada	273
Martin	Tom	N	1968	1968	RW	F	NA	69	170	October	16	1947	Canada	273
Ferguson	Norm	N	1969	1972	RW	F	NA	69	165	October	16	1945	Canada	273
Atkinson	Steve	N	1969	1975	RW	F	NA	71	170	October	16	1948	Canada	273
Paiement	Wilf	N	1975	1988	RW	F	NA	73	210	October	16	1955	Canada	273
Murphy	Joe	N	1987	2001	RW	F	NA	73	190	October	16	1967	Canada	273
Tomlak	Mike	N	1990	1994	C	F	LW	75	205	October	17	1964	Canada	273
Morrow	Ken	N	1980	1989	D	D	NA	76	210	October	17	1956	USA	273
Bouillon	Francis	N	2000	2009	D	D	NA	68	196	October	17	1975	Canada	273
Lepisto	Sami	N	2008	2009	D	D	NA	73	195	October	17	1984	Finland	273
Brooks	Ross	N	1973	1975	G	G	NA	68	173	October	17	1937	Canada	273
Elik	Boris	N	1963	1963	LW	F	NA	71	190	October	17	1929	Canada	273
Wilson	Bert	N	1974	1981	LW	F	NA	73	178	October	17	1949	Canada	273
Ralph	Brad	N	2001	2001	LW	F	NA	74	206	October	17	1980	Canada	273
Armstrong	Norm	N	1963	1963	RW	F	D	71	205	October	17	1938	Canada	273
Blight	Rick	N	1976	1983	RW	F	NA	74	195	October	17	1955	Canada	273
Antonovich	Mike	N	1976	1984	C	F	NA	68	165	October	18	1951	USA	273
Johannson	John	N	1984	1984	C	F	NA	73	175	October	18	1961	USA	273
Beisler	Frank	N	1937	1940	D	D	NA	74	190	October	18	1913	USA	273
Lefley	Bryan	N	1973	1978	D	D	LW	73	195	October	18	1948	Canada	273
Lidster	Doug	N	1984	1999	D	D	NA	73	190	October	18	1960	Canada	273
Samuelsson	Kjell	N	1986	1999	D	D	NA	78	235	October	18	1958	Sweden	273
Liffiton	David	N	2006	2007	D	D	NA	74	210	October	18	1984	Canada	273
Henry	Alex	N	2003	2009	D	D	NA	77	220	October	18	1979	Canada	273
Prodger	Goldie	N	1920	1925	F	F	D	70	180	October	18	1891	Canada	273
Forey	Connie	N	1974	1974	LW	F	NA	74	185	October	18	1950	Canada	273
Trudel	Jean-Guy	N	2000	2003	LW	F	NA	71	202	October	18	1975	Canada	273
Goldsworthy	Leroy	N	1930	1939	RW	F	NA	73	165	October	18	1906	USA	273
March	Mush	N	1929	1945	RW	F	NA	65	154	October	18	1908	Canada	273
Rossignol	Roly	N	1944	1946	RW	F	NA	69	168	October	18	1921	Canada	273
Graves	Hilliard	N	1971	1980	RW	F	NA	71	175	October	18	1950	Canada	273
Lacombe	Normand	N	1985	1991	RW	F	NA	73	205	October	18	1964	Canada	273
Sheppard	Frank	N	1928	1928	C	F	LW	66	157	October	19	1907	Canada	273
Shearer	Rob	N	2001	2001	C	F	NA	70	190	October	19	1976	Canada	273
Gordon	Boyd	N	2004	2009	C	F	NA	74	201	October	19	1983	Canada	273
Ward	Don	N	1958	1960	D	D	NA	74	200	October	19	1935	Canada	273
Tallon	Dale	N	1971	1980	D	D	NA	73	195	October	19	1950	Canada	273
Smith	Dan	N	1999	2006	D	D	NA	74	200	October	19	1976	Canada	273
Worters	Roy	Y	1926	1937	G	G	NA	63	135	October	19	1900	Canada	273
McGrattan	Tom	N	1948	1948	G	G	NA	74	170	October	19	1927	Canada	273
Gage	Joaquin	N	1995	2001	G	G	NA	73	200	October	19	1973	Canada	273
Connors	Bob	N	1927	1930	LW	F	D	69	165	October	19	1904	England	273
Gaudreault	Leo	N	1928	1933	LW	F	C	70	152	October	19	1905	Canada	273
Ciger	Zdeno	N	1991	2002	LW	F	NA	73	190	October	19	1969	Slovakia	273
Bellefeuille	Pete	N	1926	1930	RW	F	NA	70	180	October	19	1901	Canada	273
Spring	Frank	N	1970	1977	RW	F	NA	75	216	October	19	1949	Canada	273
Nielsen	Kirk	N	1998	1998	RW	F	NA	73	205	October	19	1973	USA	273
Goyer	Gerry	N	1968	1968	C	F	NA	74	196	October	20	1936	Canada	273
LeBlanc	 Jean-Paul 	N	1969	1979	C	F	NA	70	170	October	20	1946	Canada	273
Chouinard	Guy	N	1975	1984	C	F	NA	71	182	October	20	1956	Canada	273
LaPrairie	Benjamin	N	1937	1937	D	D	NA	70	160	October	20	1911	USA	273
Drummond	Jim	N	1945	1945	D	D	NA	69	170	October	20	1918	Canada	273
Richards	Todd	N	1991	1992	D	D	NA	73	194	October	20	1966	USA	273
McLachlan	Murray	N	1971	1971	G	G	NA	73	195	October	20	1948	Canada	273
Shtalenkov	Mikhail	N	1994	2000	G	G	NA	74	185	October	20	1965	Russia	273
Monahan	Garry	N	1968	1979	LW	F	NA	73	199	October	20	1946	Canada	273
Farrell	Mike	N	2002	2004	RW	F	NA	73	222	October	20	1978	USA	273
Kilrea	Brian	Y	1958	1968	C	F	NA	71	175	October	21	1934	Canada	273
Briere	Michel	N	1970	1970	C	F	NA	70	165	October	21	1949	Canada	273
Danton	Mike	N	2001	2004	C	F	NA	69	190	October	21	1980	Canada	273
Brewer	Carl	N	1958	1980	D	D	NA	69	180	October	21	1938	Canada	273
Cameron	Al	N	1976	1981	D	D	NA	73	205	October	21	1955	Canada	273
Lacroix	 Alphonse 	N	1926	1926	G	G	NA	67	136	October	21	1897	USA	273
Tremblay	Vincent	N	1980	1984	G	G	NA	73	180	October	21	1959	Canada	273
Bach	Ryan	N	1999	1999	G	G	NA	73	185	October	21	1973	Canada	273
Berg	Bill	N	1989	1999	LW	F	NA	73	205	October	21	1967	Canada	273
Mickey	Larry	N	1965	1975	RW	F	NA	71	175	October	21	1943	Canada	273
Goring	Butch	N	1970	1985	C	F	NA	69	170	October	22	1949	Canada	273
Yake	Terry	N	1989	2001	C	F	NA	71	190	October	22	1968	Canada	273
Robertson	Fred	N	1932	1934	D	D	NA	70	198	October	22	1911	England	273
Brydge	Bill	N	1927	1936	D	D	NA	69	195	October	22	1901	Canada	273
Currie	Hugh	N	1951	1951	D	D	NA	73	190	October	22	1925	Canada	273
Legge	Barry	N	1980	1982	D	D	NA	73	186	October	22	1954	Canada	273
Lachance	Scott	N	1992	2004	D	D	NA	73	215	October	22	1972	USA	273
Quintal	Stephane	N	1989	2004	D	D	NA	75	231	October	22	1968	Canada	273
Tugnutt	Ron	N	1988	2004	G	G	NA	71	160	October	22	1967	Canada	273
McManus	Sammy	N	1935	1937	LW	F	NA	69	160	October	22	1911	England	273
Sedlbauer	Ron	N	1975	1981	LW	F	NA	75	195	October	22	1954	Canada	273
Thomlinson	Dave	N	1990	1995	LW	F	NA	73	215	October	22	1966	Canada	273
Pettinger	Matt	N	2001	2009	LW	F	NA	73	205	October	22	1980	Canada	273
Pihlstrom	Antti	N	2008	2009	LW	F	NA	70	181	October	22	1984	Finland	273
Satan	Miroslav	N	1996	2009	LW	F	NA	75	191	October	22	1974	Slovakia	273
James	Gerry	N	1955	1960	RW	F	NA	71	185	October	22	1934	Canada	273
Haydar	Darren	N	2003	2008	RW	F	NA	69	170	October	22	1979	Canada	273
Wilson	Larry	N	1950	1956	C	F	NA	71	160	October	23	1930	Canada	273
Shero	Fred	N	1948	1950	D	D	NA	70	175	October	23	1925	Canada	273
Wolf	Bennett	N	1981	1983	D	D	NA	75	205	October	23	1959	Canada	273
Batters	Jeff	N	1994	1995	D	D	NA	74	215	October	23	1970	Canada	273
Henry	Jim	N	1942	1955	G	G	NA	69	165	October	23	1920	Canada	273
Worthy	Chris	N	1969	1971	G	G	NA	73	180	October	23	1947	England	273
Drillon	Gordie	Y	1937	1943	RW	F	NA	74	178	October	23	1913	Canada	273
Sleigher	Louis	N	1980	1986	RW	F	NA	71	200	October	23	1958	Canada	273
D'Agostini	Matt	N	2008	2009	RW	F	NA	73	201	October	23	1986	Canada	273
Rozzini	Gino	N	1945	1945	C	F	NA	68	150	October	24	1918	Canada	273
Hutchinson	Ron	N	1961	1961	C	F	NA	70	165	October	24	1936	Canada	273
Rogers	Mike	N	1980	1986	C	F	NA	69	170	October	24	1954	Canada	273
Wilm	Clarke	N	1999	2006	C	F	NA	73	202	October	24	1976	Canada	273
Globke	Rob	N	2006	2008	C	F	NA	74	208	October	24	1982	USA	273
Smith	Mark	N	2001	2008	C	F	NA	70	200	October	24	1977	Canada	273
Micheletti	Joe	N	1980	1982	D	D	NA	73	185	October	24	1954	USA	273
Snepsts	Harold	N	1975	1991	D	D	NA	75	210	October	24	1954	Canada	273
Kolarik	Pavel	N	2001	2002	D	D	NA	73	207	October	24	1972	Czech Republic	273
Pettie	Jim	N	1977	1979	G	G	NA	73	195	October	24	1953	Canada	273
